Station_Office_Code,Station_Code,Station_Name,Report_Header,ICAO_CODE,latitude,longitude,elevation_m,DealWithCarraigReturn
OHX,BNA,Nashville Intl Apt,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE,KBNA,36.12,-86.68,210,Filler
OHX,CSV,Crossville,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE,KCSV,35.95,-85.08,570,Filler
OKX,BDR,Bridgeport CT,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBDR,41.17,-73.13,7,Filler
OKX,EWR,Newark NJ,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KEWR,40.68,-74.17,7,Filler
OKX,ISP,Islip NY,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KISP,40.8,-73.1,43,Filler
OKX,JFK,JFK Arpt NY,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KJFK,40.63,-73.77,9,Filler
OKX,LGA,LaGuardia NY,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLGA,40.78,-73.88,11,Filler
OKX,NYC,Central Park NY,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KNYC,40.78,-73.97,11,Filler
OTX,DEW,Deer Park,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KDEW,47.97,-117.43,674,Filler
OTX,EAT,Wenatchee,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KEAT,47.4,-120.2,377,Filler
OTX,EPH,Ephrata,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KEPH,47.3,-119.52,383,Filler
OTX,GEG,Spokane,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KGEG,47.62,-117.53,735,Filler
OTX,LWS,Lewiston,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLWS,46.37,-117.02,438,Filler
OTX,MWH,Moses Lake,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KMWH,47.2,-119.32,362,Filler
OTX,OMK,Omak,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KOMK,48.47,-119.52,395,Filler
OTX,PUW,Pullman,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPUW,46.75,-117.12,773,Filler
OTX,SFF,Felts Field,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSFF,47.68,-117.32,609,Filler
OUN,OKC,Oklahoma City Will Rogers Apt,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KOKC,35.38,-97.6,390,Filler
OUN,SPS,Wichita Falls Sheppard Field,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSPS,33.98,-98.5,308,Filler
PAFC,ANC,Anchorage,WEATHER ITEM   OBSERVED RECORD YEAR NORMAL DEPARTURE LAST,PANC,61.17,-150.02,38,Filler
PAFG,ADQ,Kodiak,WEATHER ITEM   OBSERVED TIME    RECORD YEAR NORMAL DEPARTURE LAST,PADQ,57.75,-152.5,34,Filler
PAFG,AKN,King Salmon,WEATHER ITEM   OBSERVED TIME    RECORD YEAR NORMAL DEPARTURE LAST,PAKN,58.68,-156.65,17,Filler
PAFG,ANN,Annette,WEATHER ITEM   OBSERVED TIME    RECORD YEAR NORMAL DEPARTURE LAST,PANN,64.55,-149.08,110,Filler
PAH,CGI,Cape Girardeau,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCGI,37.23,-89.58,102,Filler
PAH,EVV,Evansville,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KEVV,38.05,-87.52,117,Filler
PAH,PAH,Paducah,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPAH,37.07,-88.77,119,Filler
PBZ,DUJ,Dubois,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KDUJ,41.17,-78.9,554,Filler
PBZ,HLG,Wheeling,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KHLG,40.17,-80.65,372,Filler
PBZ,MGW,Morgantown,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KMGW,39.65,-79.92,378,Filler
PBZ,PHD,New Philadelphia,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPHD,40.47,-81.42,272,Filler
PBZ,PIT,Pittsburgh,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPIT,40.5,-80.27,357,Filler
PBZ,ZZV,Zanesville,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KZZV,39.95,-81.9,268,Filler
PDT,PDT,Pendleton,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPDT,45.7,-118.83,462,Filler
PDT,PSC,Pasco,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPSC,46.27,-119.12,121,Filler
PDT,RDM,Redmond,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRDM,44.25,-121.15,938,Filler
PDT,YKM,Yakima,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KYKM,46.57,-120.53,324,Filler
PHI,ABE,Allentown,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KABE,40.65,-75.45,114,Filler
PHI,ACY,Atlantic City,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KACY,39.45,-74.57,23,Filler
PHI,GED,Georgetown,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KGED,38.68,-75.37,19,Filler
PHI,ILG,Wilmington,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KILG,39.67,-75.6,28,Filler
PHI,MPO,Mount Pocono,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KMPO,41.13,-75.38,577,Filler
PHI,PHL,Philadelphia,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPHL,39.87,-75.23,18,Filler
PHI,RDG,Reading,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRDG,40.37,-75.97,109,Filler
PHI,TTN,Trenton,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTTN,40.28,-74.82,59,Filler
PIH,BYI,Burley,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBYI,42.55,-113.77,1264,Filler
PIH,IDA,Idaho Falls,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KIDA,43.52,-112.07,1453,Filler
PIH,LLJ,Challis,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLLJ,44.52,-114.22,1536,Filler
PIH,PIH,Pocatello,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPIH,42.92,-112.57,1359,Filler
PIH,RXE,Rexburg,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRXE,43.83,-111.8,1480,Filler
PIH,SNT,Stanley,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSNT,44.17,-114.93,1980,Filler
PQR,TTD,Troutdale,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KTTD,45.55,-122.42,14,Filler
PQR,AST,Astoria,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KAST,46.15,-123.88,3,Filler
PQR,EUG,Eugene,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KEUG,44.13,-123.22,114,Filler
PQR,HIO,Hillsboro,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KHIO,45.55,-122.95,68,Filler
PQR,MMV,McMinnville,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KMMV,45.2,-123.13,48,Filler
PQR,PDX,Portland,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPDX,45.6,-122.62,7,Filler
PQR,SLE,Salem,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSLE,44.9,-123,59,Filler
PQR,VUO,Vancouver,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KVUO,45.62,-122.65,8,Filler
PSR,NYL,Yuma,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KNYL,32.63,-114.62,65,Filler
PSR,PHX,Phoenix,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPHX,33.43,-112.02,336,Filler
PUB,LAA,Lamar,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KLAA,38.07,-102.68,1119,Filler
PUB,LHX,La Junta,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KLHX,38.05,-103.52,1277,Filler
PUB,LXV,Leadville,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KLXV,39.23,-106.32,3028,Filler
PUB,SPD,Springfield,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KSPD,37.28,-102.62,1335,Filler
PUB,TAD,Trinidad,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KTAD,37.27,-104.33,1756,Filler
PUB,ALS,Alamosa,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KALS,37.43,-105.87,2299,Filler
PUB,COS,Colorado Springs,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCOS,38.82,-104.68,1856,Filler
PUB,PUB,Pueblo,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPUB,38.28,-104.5,1420,Filler
RAH,FAY,Fayetteville,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KFAY,34.98,-78.88,55,Filler
RAH,GSO,Piedmont Triad,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KGSO,36.1,-79.95,275,Filler
RAH,RDU,Raleigh-Durham,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRDU,35.9,-78.78,130,Filler
REV,RNO,Reno,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRNO,39.5,-119.77,1342,Filler
REV,TVL,South Lake Tahoe,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTVL,38.9,-120,1924,Filler
RIW,BPI,Big Piney,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBPI,42.58,-110.1,2117,Filler
RIW,BYG,Buffalo,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBYG,44.38,-106.72,1497,Filler
RIW,CPR,Casper,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCPR,42.9,-106.47,1621,Filler
RIW,GEY,Greybull,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KGEY,44.52,-108.08,1191,Filler
RIW,LND,Lander,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLND,42.82,-108.73,1694,Filler
RIW,P60,Lake Yellowstone,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KP60,44.55,-110.42,2388,Filler
RIW,RIW,Riverton,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRIW,43.07,-108.47,1697,Filler
RIW,RKS,Rock Springs,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRKS,41.6,-109.07,2060,Filler
RIW,WRL,Worland,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KWRL,43.97,-107.95,1271,Filler
RLX,BKW,Beckley,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBKW,37.8,-81.12,764,Filler
RLX,CRW,Charleston,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCRW,38.38,-81.58,309,Filler
RLX,EKN,Elkins,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KEKN,38.88,-79.85,603,Filler
RLX,HTS,Huntington,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KHTS,38.37,-82.55,254,Filler
RLX,PKB,Parkersburg,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPKB,39.35,-81.42,262,Filler
RNK,LWB,Lewisburg,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE,KLWB,37.87,-80.4,702,Filler
RNK,BLF,Bluefield,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBLF,37.3,-81.2,873,Filler
RNK,DAN,Danville,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KDAN,36.57,-79.33,175,Filler
RNK,LYH,Lynchburg,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLYH,37.32,-79.2,295,Filler
RNK,ROA,Roanoke,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KROA,37.32,-79.97,362,Filler
SEW,BLI,Bellingham,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBLI,48.8,-122.53,50,Filler
SEW,HQM,Hoquiam,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KHQM,46.97,-123.93,7,Filler
SEW,OLM,Olympia,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KOLM,46.97,-122.9,58,Filler
SEW,SEA,Seattle-Tacoma,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSEA,47.45,-122.32,136,Filler
SEW,UIL,Quillayute Airport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KUIL,47.93,-124.55,54,Filler
SGF,JLN,Joplin,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KJLN,37.15,-94.5,299,Filler
SGF,SGF,Springfield,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSGF,37.23,-93.38,390,Filler
SGF,UNO,West Plains,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KUNO,36.88,-91.9,372,Filler
SGF,VIH,Vichy/Rolla,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KVIH,38.13,-91.77,333,Filler
SGX,SNA,John Wayne Airport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSNA,33.67,-117.87,16,Filler
SGX,CZZ,Campo,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCZZ,32.63,-116.47,807,Filler
SGX,FUL,Fullerton,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KFUL,33.87,-117.98,35,Filler
SGX,OKB,Oceanside Airport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KOKB,33.22,-117.35,8,Filler
SGX,ONT,Ontario,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KONT,34.05,-117.58,274,Filler
SGX,PSP,Palm Springs,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KPSP,33.82,-116.5,135,Filler
SGX,RAL,Riverside,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRAL,33.95,-117.45,252,Filler
SGX,RNM,Ramona,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRNM,33.03,-116.92,427,Filler
SGX,SAN,San Diego,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSAN,32.73,-117.18,12,Filler
SGX,TRM,Thermal,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTRM,33.63,-116.17,-35,Filler
SHV,DEQ,DeQueen,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KDEQ,34.05,-94.4,106,Filler
SHV,ELD,El Dorado,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KELD,33.22,-92.82,81,Filler
SHV,GGG,Longview,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KGGG,32.38,-94.72,107,Filler
SHV,LFK,Lufkin,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLFK,31.23,-94.75,88,Filler
SHV,MLU,Monroe,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KMLU,32.52,-92.03,29,Filler
SHV,SHV,Shreveport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSHV,32.45,-93.83,83,Filler
SHV,TXK,Texarkana,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTXK,33.45,-93.98,111,Filler
SHV,TYR,Tyler,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTYR,32.37,-95.4,165,Filler
SJT,ABI,Abilene,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KABI,32.42,-99.68,548,Filler
SJT,SJT,San Angelo,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSJT,31.37,-100.5,576,Filler
SLC,CDC,Cedar City,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCDC,37.7,-113.1,1714,Filler
SLC,EVW,Evanston,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KEVW,41.27,-111.03,2177,Filler
STO,MOD,Modesto,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KMOD,37.62,-120.95,29,Filler
STO,SAC,Sacramento Executive,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSAC,38.5,-121.5,11,Filler
STO,SCK,Stockton,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KSCK,37.88,-121.22,10,Filler
TAE,DHN,Dothan,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KDHN,31.32,-85.45,113,Filler
TAE,VLD,Valdosta,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KVLD,30.78,-83.27,62,Filler
TAE,AAF,Apalachicola,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE,KAAF,29.73,-85.03,5,Filler
TAE,ABY,Albany,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KABY,31.53,-84.2,58,Filler
TAE,TLH,Tallahassee,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTLH,30.4,-84.35,19,Filler
TFX,BZN,Bozeman,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE,KBZN,45.78,-111.17,1361,Filler
TFX,CTB,Cut Bank,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCTB,48.6,-112.37,1175,Filler
TFX,DLN,Dillon Airport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KDLN,45.25,-112.55,1591,Filler
TFX,GTF,Great Falls,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KGTF,47.47,-111.38,1119,Filler
TFX,HLN,Helena,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KHLN,46.6,-111.98,1182,Filler
TFX,HVR,Havre,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KHVR,48.55,-109.77,787,Filler
TFX,LWT,Lewistown,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLWT,47.03,-109.47,1270,Filler
TOP,EMP,Emporia,WEATHER ITEM   OBSERVED NORMAL DEPARTURE LAST,KEMP,38.33,-96.2,367,Filler
TOP,LWC,Lawrence,WEATHER ITEM   OBSERVED NORMAL DEPARTURE LAST,KLWC,39.02,-95.22,253,Filler
TOP,MHK,Manhattan,WEATHER ITEM   OBSERVED NORMAL DEPARTURE LAST,KMHK,39.13,-96.68,317,Filler
TOP,CNK,Concordia,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KCNK,39.55,-97.65,447,Filler
TOP,TOP,Topeka,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTOP,39.07,-95.63,268,Filler
TSA,FYV,Fayetteville AR Drake Field,WEATHER ITEM   OBSERVED RECORD YEAR NORMAL DEPARTURE LAST,KFYV,36.02,-94.17,379,Filler
TSA,FSM,Fort Smith AR Regional Airport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KFSM,35.33,-94.37,140,Filler
TSA,TUL,Tulsa OK International Airport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTUL,36.2,-95.88,207,Filler
TWC,DUG,Douglas,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KDUG,31.47,-109.58,1265,Filler
TWC,TUS,Tucson,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KTUS,32.13,-110.95,776,Filler
UNR,2WX,Buffalo,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,K2WX,45.6,-103.55,915,Filler
UNR,CUT,Custer,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KCUT,43.73,-103.62,1725,Filler
UNR,D07,Faith,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KD07,45.03,-102.02,784,Filler
UNR,GCC,Gillette,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KGCC,44.33,-105.55,1320,Filler
UNR,ICR,Winner,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KICR,43.38,-99.85,621,Filler
UNR,IEN,Pine Ridge,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KIEN,43.03,-102.52,998,Filler
UNR,PHP,Philip,WEATHER ITEM   OBSERVED TIME   NORMAL DEPARTURE LAST,KPHP,44.05,-101.6,672,Filler
UNR,RAP,Rapid City Airport,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KRAP,44.05,-103.05,965,Filler
VEF,BIH,Bishop,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KBIH,37.37,-118.35,1253,Filler
VEF,IGM,Kingman,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KIGM,35.25,-113.93,1032,Filler
VEF,LAS,Las Vegas,WEATHER ITEM   OBSERVED TIME   RECORD YEAR NORMAL DEPARTURE LAST,KLAS,36.07,-115.17,636,Filler
