station_id,observation_time,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,corrected,maintenance_indicator_on,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,metar_type
KTPF,2015-03-13T08:15:00Z,22.0,20.0,70,5,,10.0,30.159449,,,,BKN,8500,,,,,,,SPECI
KTMK,2015-03-13T08:15:00Z,9.0,8.0,0,0,,10.0,30.239174,,,,CLR,,,,,,,,SPECI
KTME,2015-03-13T08:15:00Z,13.0,13.0,330,5,,1.0,29.97933,,,-RA,OVC,300,,,,,,,SPECI
KSZT,2015-03-13T08:15:00Z,0.0,0.0,0,0,,10.0,30.431103,,,,CLR,,,,,,,,SPECI
KSUN,2015-03-13T08:15:00Z,3.0,-2.0,320,9,,10.0,30.431103,,,,CLR,,,,,,,,SPECI
KSTF,2015-03-13T08:15:00Z,18.0,17.0,120,7,15,7.0,30.088583,,,,OVC,800,,,,,,,SPECI
KSRB,2015-03-13T08:15:00Z,13.0,11.0,170,8,,,30.230314,,,,,,,,,,,,METAR
KSPL,2015-03-13T08:15:00Z,15.0,15.0,230,3,,7.0,30.008858,,,,CLR,,,,,,,,SPECI
KSPF,2015-03-13T08:15:00Z,4.0,-2.0,,,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KSNL,2015-03-13T08:15:00Z,12.0,12.0,0,0,,10.0,30.079725,,,,SCT,11000,,,,,,,SPECI
KSLO,2015-03-13T08:15:00Z,10.0,6.3,80,3,,7.0,30.209646,,,+RA,SCT,3100,BKN,5500,OVC,7000,,,SPECI
KSJS,2015-03-13T08:15:00Z,13.1,1.3,140,5,,10.0,30.31004,,,,OVC,10000,,,,,,,SPECI
KSIF,2015-03-13T08:15:00Z,7.0,0.9,20,3,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KSCD,2015-03-13T08:15:00Z,15.8,15.8,120,7,,10.0,30.221457,,,,OVC,800,,,,,,,SPECI
KSAA,2015-03-13T08:15:00Z,-1.0,-1.0,,,,10.0,30.389763,,,,BKN,10000,,,,,,,SPECI
KRYW,2015-03-13T08:15:00Z,13.1,11.5,300,5,,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KRSV,2015-03-13T08:15:00Z,8.7,2.6,0,0,,10.0,30.230314,,,-RA,SCT,4000,OVC,9000,,,,,SPECI
KRSN,2015-03-13T08:15:00Z,16.6,16.6,0,0,,1.75,30.0,,,RA,OVC,300,,,,,,,SPECI
KRPD,2015-03-13T08:15:00Z,7.2,3.1,150,8,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KRCZ,2015-03-13T08:15:00Z,9.7,-3.6,90,8,,10.0,30.490158,,,,,,,,,,,,SPECI
KPVJ,2015-03-13T08:15:00Z,9.5,8.6,310,6,,10.0,30.050198,,,,OVC,11000,,,,,,,SPECI
KPSN,2015-03-13T08:15:00Z,13.0,12.9,330,5,,3.0,29.970472,,,BR,OVC,400,,,,,,,SPECI
KPRO,2015-03-13T08:15:00Z,4.1,2.4,180,6,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KPPO,2015-03-13T08:15:00Z,2.3,-0.8,90,5,,10.0,30.301182,,,,CLR,,,,,,,,SPECI
KPEZ,2015-03-13T08:15:00Z,11.1,10.2,0,0,,10.0,30.008858,,,,CLR,,,,,,,,SPECI
KPCZ,2015-03-13T08:15:00Z,4.1,-0.2,170,5,,10.0,30.209646,,,,CLR,,,,,,,,SPECI
KZPH,2015-03-13T08:15:00Z,20.0,20.0,0,0,,10.0,30.180119,,,,BKN,9000,,,,,,,SPECI
KXSA,2015-03-13T08:15:00Z,0.6,-3.4,0,0,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KXBP,2015-03-13T08:15:00Z,8.9,8.9,260,3,,0.75,30.059055,,,BR,OVX,0,,,,,,,SPECI
KW96,2015-03-13T08:15:00Z,0.0,-1.9,0,0,,10.0,30.569881,,,,CLR,,,,,,,,SPECI
KPCM,2015-03-13T08:15:00Z,,,90,4,,10.0,30.188976,,,,BKN,9000,,,,,,,SPECI
KPBH,2015-03-13T08:15:00Z,5.5,2.1,180,7,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KOXI,2015-03-13T08:15:00Z,2.0,-8.0,80,3,,10.0,30.280512,,,,,,,,,,,,SPECI
KOWP,2015-03-13T08:15:00Z,14.0,10.4,50,5,,10.0,30.088583,,,,OVC,9000,,,,,,,SPECI
KORG,2015-03-13T08:15:00Z,15.3,15.3,150,8,,0.75,29.958662,,,-RA,OVC,200,,,,,,,SPECI
KONX,2015-03-13T08:15:00Z,6.9,-3.8,50,6,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KOLE,2015-03-13T08:15:00Z,-6.0,-14.0,160,3,,10.0,30.448818,,,,CLR,,,,,,,,SPECI
KOKV,2015-03-13T08:15:00Z,0.0,-8.0,0,0,,10.0,30.540354,,,,CLR,,,,,,,,SPECI
KOJA,2015-03-13T08:15:00Z,5.0,2.0,0,0,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KOBE,2015-03-13T08:15:00Z,19.0,18.0,0,0,,10.0,30.171259,,,,SCT,2200,BKN,8000,,,,,SPECI
KNQA,2015-03-13T08:15:00Z,17.0,17.0,110,4,,6.0,30.079725,,,,FEW,800,BKN,4700,OVC,5000,,,METAR
KMQS,2015-03-13T08:15:00Z,0.0,-15.0,40,3,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KMQB,2015-03-13T08:15:00Z,4.8,3.5,40,4,,7.0,30.239174,,,,CLR,,,,,,,,SPECI
KMNZ,2015-03-13T08:15:00Z,12.6,12.6,350,3,,5.0,30.041338,,,BR,OVC,300,,,,,,,SPECI
KMKN,2015-03-13T08:15:00Z,11.3,9.6,0,0,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KMGR,2015-03-13T08:15:00Z,14.0,14.0,80,3,,7.0,30.259842,,,,OVC,1300,,,,,,,SPECI
KMFV,2015-03-13T08:15:00Z,4.0,-10.0,80,6,,10.0,30.569881,,,,CLR,,,,,,,,SPECI
KMDQ,2015-03-13T08:15:00Z,13.0,10.0,130,3,,10.0,30.221457,,,,SCT,1000,SCT,2100,SCT,2600,,,SPECI
KMCJ,2015-03-13T08:15:00Z,14.0,14.0,290,4,,0.75,29.929134,,,,OVC,100,,,,,,,SPECI
KLXY,2015-03-13T08:15:00Z,12.3,12.0,330,7,,3.0,29.970472,,,DZ,BKN,1100,BKN,1500,OVC,6000,,,SPECI
KLUM,2015-03-13T08:15:00Z,9.0,4.7,170,7,,7.0,30.088583,,,,CLR,,,,,,,,SPECI
KLUA,2015-03-13T08:15:00Z,2.0,0.0,0,0,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KLOM,2015-03-13T08:15:00Z,0.0,-16.0,0,0,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KLNC,2015-03-13T08:15:00Z,13.6,11.5,0,0,,10.0,30.02067,,,,OVC,1000,,,,,,,SPECI
KLHM,2015-03-13T08:15:00Z,14.0,9.0,110,4,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KLAL,2015-03-13T08:15:00Z,21.0,17.0,100,9,,10.0,30.171259,,,,OVC,9000,,,,,,,SPECI
KL18,2015-03-13T08:15:00Z,20.0,2.0,0,0,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KJYR,2015-03-13T08:15:00Z,4.0,0.0,230,6,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KJYL,2015-03-13T08:15:00Z,14.4,3.0,100,9,,10.0,30.351377,,,,OVC,2300,,,,,,,SPECI
KJWY,2015-03-13T08:15:00Z,13.5,13.5,340,3,,7.0,30.029528,,,,OVC,1200,,,,,,,SPECI
KJVL,2015-03-13T08:15:00Z,5.0,0.0,160,3,,10.0,30.239174,,,,CLR,,,,,,,,SPECI
KJSV,2015-03-13T08:15:00Z,12.0,11.0,0,0,,10.0,30.059055,,,RA,OVC,1200,,,,,,,SPECI
KJSO,2015-03-13T08:15:00Z,12.7,12.5,360,5,,0.25,29.970472,,,FG,OVC,100,,,,,,,SPECI
KJNX,2015-03-13T08:15:00Z,7.0,-2.0,0,0,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KJKA,2015-03-13T08:15:00Z,18.8,18.8,100,11,,0.75,30.100393,,,BR,OVC,300,,,,,,,SPECI
KJFZ,2015-03-13T08:15:00Z,9.5,-5.6,130,12,17,10.0,30.380905,,,,OVC,10000,,,,,,,SPECI
KJDD,2015-03-13T08:15:00Z,13.0,13.0,350,4,,1.75,30.0,,,RA,OVC,200,,,,,,,SPECI
KIXA,2015-03-13T08:15:00Z,1.0,-1.0,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KICL,2015-03-13T08:15:00Z,8.0,4.0,220,5,,10.0,30.171259,,,,CLR,,,,,,,,SPECI
KI39,2015-03-13T08:15:00Z,13.0,2.0,140,5,,10.0,30.268702,,,,SCT,4600,OVC,8500,,,,,SPECI
KHVE,2015-03-13T08:15:00Z,2.0,0.0,0,0,,10.0,30.28937,,,,CLR,,,,,,,,SPECI
KHUM,2015-03-13T08:15:00Z,18.3,18.1,150,3,,7.0,30.0,,,,BKN,3100,OVC,3700,,,,,SPECI
KHRJ,2015-03-13T08:15:00Z,8.0,-2.8,70,3,,10.0,30.519686,,,,CLR,,,,,,,,SPECI
KHQZ,2015-03-13T08:15:00Z,13.2,12.2,360,5,,10.0,30.008858,,,,BKN,700,OVC,1400,,,,,SPECI
KHNZ,2015-03-13T08:15:00Z,4.9,-3.7,0,0,,10.0,30.528543,,,,OVC,9000,,,,,,,SPECI
KHLX,2015-03-13T08:15:00Z,6.5,-2.4,160,3,,10.0,30.481298,,,,BKN,11000,,,,,,,SPECI
KHHF,2015-03-13T08:15:00Z,2.9,1.0,0,0,,10.0,30.121063,,,,CLR,,,,,,,,SPECI
KHBI,2015-03-13T08:15:00Z,9.3,-4.5,0,0,,10.0,30.528543,,,,OVC,8000,,,,,,,SPECI
KHAE,2015-03-13T08:15:00Z,10.0,8.0,0,0,,2.5,30.188976,,,BR,BKN,11000,,,,,,,SPECI
KGYY,2015-03-13T08:15:00Z,6.2,-4.5,160,7,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KGWR,2015-03-13T08:15:00Z,4.0,2.0,250,9,,10.0,30.059055,,,,CLR,,,,,,,,SPECI
KGWB,2015-03-13T08:15:00Z,0.0,-4.0,80,3,,10.0,30.33071,,,,CLR,,,,,,,,SPECI
KGKT,2015-03-13T08:15:00Z,14.0,8.0,0,0,,10.0,30.28937,,,,FEW,5000,BKN,6000,OVC,9000,,,METAR
KGGI,2015-03-13T08:15:00Z,7.0,5.6,150,7,,3.0,30.180119,,,BR,CLR,,,,,,,,SPECI
KGEV,2015-03-13T08:15:00Z,5.5,-2.8,0,0,,10.0,30.469488,,,RA,BKN,5000,BKN,6000,OVC,7500,,,SPECI
KFWZ,2015-03-13T08:15:00Z,0.0,-4.0,340,8,,10.0,30.360237,,,,CLR,,,,,,,,SPECI
KFKR,2015-03-13T08:15:00Z,2.6,-0.2,60,4,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KFGX,2015-03-13T08:15:00Z,9.6,-0.4,110,7,,10.0,30.301182,,,,BKN,5500,OVC,12000,,,,,SPECI
KF46,2015-03-13T08:15:00Z,13.3,12.7,350,3,,10.0,30.0,,,,OVC,900,,,,,,,SPECI
KEYF,2015-03-13T08:15:00Z,7.3,-2.0,0,0,,10.0,30.490158,,,,SCT,9000,,,,,,,SPECI
KEHO,2015-03-13T08:15:00Z,13.0,-1.3,70,7,,10.0,30.46063,,,,OVC,7000,,,,,,,SPECI
KEDN,2015-03-13T08:15:00Z,18.0,17.0,80,10,20,10.0,30.171259,,,,OVC,600,,,,,,,SPECI
KEDE,2015-03-13T08:15:00Z,0.7,-0.7,80,3,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KEDC,2015-03-13T08:15:00Z,13.0,13.0,330,3,,8.0,30.008858,,,,OVC,1200,,,,,,,SPECI
KECS,2015-03-13T08:15:00Z,2.0,-2.0,360,7,,10.0,30.301182,,,,CLR,,,,,,,,SPECI
KEBG,2015-03-13T08:15:00Z,14.1,12.4,180,4,,7.0,30.0,,,,CLR,,,,,,,,SPECI
KDZB,2015-03-13T08:15:00Z,,,0,0,,,30.02067,,,,,,,,,,,,SPECI
KDVO,2015-03-13T08:15:00Z,10.0,10.0,0,0,,10.0,30.180119,,,,CLR,,,,,,,,SPECI
KDVK,2015-03-13T08:15:00Z,10.0,2.0,0,0,,10.0,30.268702,,,,SCT,7500,OVC,12000,,,,,SPECI
KDUX,2015-03-13T08:15:00Z,3.0,-0.9,180,7,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KDUA,2015-03-13T08:15:00Z,13.0,12.0,360,3,,10.0,30.029528,,,,OVC,1000,,,,,,,SPECI
KDRI,2015-03-13T08:15:00Z,17.2,16.1,0,0,,10.0,29.958662,,,,BKN,1000,OVC,1800,,,,,SPECI
KDPL,2015-03-13T08:15:00Z,7.1,-2.3,70,4,,10.0,30.510826,,,,CLR,,,,,,,,SPECI
KCWV,2015-03-13T08:15:00Z,15.0,10.0,80,12,15,10.0,30.33071,,,,OVC,2200,,,,,,,SPECI
KCWA,2015-03-13T08:15:00Z,3.0,1.0,170,7,,10.0,30.171259,,,,CLR,,,,,,,,SPECI
KCVC,2015-03-13T08:15:00Z,14.0,8.0,80,8,,10.0,30.339567,,,,OVC,3300,,,,,,,SPECI
KCNI,2015-03-13T08:15:00Z,13.0,3.0,80,8,15,10.0,30.351377,,,-RA,OVC,3500,,,,,,,SPECI
KCLK,2015-03-13T08:15:00Z,5.0,1.0,330,3,,10.0,30.100393,,,,CLR,,,,,,,,SPECI
KCLI,2015-03-13T08:15:00Z,3.0,0.0,190,9,,10.0,30.200787,,,,CLR,,,,,,,,SPECI
KCOD,2015-03-13T08:15:00Z,3.0,-4.0,0,0,,10.0,30.380905,,,,CLR,,,,,,,,SPECI
KERY,2015-03-13T08:14:00Z,1.2,-4.7,160,7,,10.0,30.239174,,,,OVC,11000,,,,,,,SPECI
KVVV,2015-03-13T08:14:00Z,8.0,3.0,300,9,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KTEW,2015-03-13T08:14:00Z,-0.2,-8.6,160,7,,10.0,30.339567,,,,CLR,,,,,,,,SPECI
KSYN,2015-03-13T08:14:00Z,9.5,5.6,190,13,18,7.0,30.041338,,,,CLR,,,,,,,,SPECI
KRRT,2015-03-13T08:14:00Z,1.0,-1.0,50,4,,10.0,29.949802,,,,CLR,,,,,,,,SPECI
KROX,2015-03-13T08:14:00Z,1.0,-2.0,0,0,,10.0,29.940945,,,,SCT,12000,,,,,,,SPECI
KPWC,2015-03-13T08:14:00Z,2.0,2.0,0,0,,2.5,30.0,,,BR,CLR,,,,,,,,SPECI
KPQN,2015-03-13T08:14:00Z,6.0,2.0,250,3,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KPNM,2015-03-13T08:14:00Z,11.0,5.0,180,7,,10.0,30.0,,,,CLR,,,,,,,,SPECI
KPEX,2015-03-13T08:14:00Z,3.5,3.2,210,4,,10.0,30.008858,,,,CLR,,,,,,,,SPECI
KOVL,2015-03-13T08:14:00Z,4.0,2.0,230,6,,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KBPK,2015-03-13T08:14:00Z,11.7,11.7,60,5,,3.0,30.079725,,,BR,OVC,400,,,,,,,SPECI
KBFW,2015-03-13T08:14:00Z,2.0,-3.0,10,4,,10.0,30.02067,,,,SCT,4500,,,,,,,SPECI
KAXV,2015-03-13T08:14:00Z,3.0,-2.0,120,3,,10.0,30.31004,,,,CLR,,,,,,,,SPECI
KAQP,2015-03-13T08:14:00Z,4.0,2.0,270,6,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KANE,2015-03-13T08:14:00Z,13.0,6.0,200,12,18,10.0,30.02067,,,,CLR,,,,,,,,SPECI
K9MN,2015-03-13T08:14:00Z,8.1,5.9,160,10,20,7.0,30.121063,,,,CLR,,,,,,,,SPECI
KIKW,2015-03-13T08:14:00Z,-1.5,-8.1,90,3,,10.0,30.360237,,,,CLR,,,,,,,,SPECI
KHZX,2015-03-13T08:14:00Z,4.0,2.0,0,0,,10.0,29.97933,,,,CLR,,,,,,,,SPECI
KHOU,2015-03-13T08:14:00Z,14.0,14.0,250,4,,1.5,29.949802,,,BR,OVC,300,,,,,,,SPECI
KGYL,2015-03-13T08:14:00Z,8.9,5.5,180,6,,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KFKA,2015-03-13T08:14:00Z,5.7,4.5,190,10,,3.0,30.138779,,,BR,CLR,,,,,,,,SPECI
KFGN,2015-03-13T08:14:00Z,3.0,-3.0,40,3,,10.0,29.958662,,,,CLR,,,,,,,,SPECI
KFFM,2015-03-13T08:14:00Z,3.0,2.0,300,5,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KFBL,2015-03-13T08:14:00Z,8.0,6.0,170,6,,7.0,30.070866,,,,CLR,,,,,,,,SPECI
KDXX,2015-03-13T08:14:00Z,7.0,2.0,290,7,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KDLZ,2015-03-13T08:14:00Z,3.0,-5.0,110,5,,10.0,30.318897,,,,CLR,,,,,,,,SPECI
KLMO,2015-03-13T08:14:00Z,10.2,1.7,240,6,,10.0,30.339567,,,,OVC,6000,,,,,,,SPECI
KJYM,2015-03-13T08:14:00Z,1.7,-8.0,120,6,,10.0,30.33071,,,,CLR,,,,,,,,SPECI
KISQ,2015-03-13T08:14:00Z,0.8,-1.7,170,5,,10.0,30.239174,,,,SCT,12000,,,,,,,SPECI
KHAI,2015-03-13T08:14:00Z,1.0,-5.5,0,0,,10.0,30.33071,,,,CLR,,,,,,,,SPECI
KCAD,2015-03-13T08:14:00Z,1.1,-9.5,180,6,,10.0,30.28937,,,,CLR,,,,,,,,SPECI
KBAX,2015-03-13T08:14:00Z,-0.8,-9.2,160,6,,10.0,30.380905,,,,CLR,,,,,,,,SPECI
K7BM,2015-03-13T08:14:00Z,1.0,-1.0,0,0,,10.0,30.389763,,,,SCT,1000,BKN,1600,OVC,4300,,,SPECI
K0CO,2015-03-13T08:14:00Z,-7.0,-10.0,0,0,,0.25,30.448818,,,-SN,OVC,100,,,,,,,SPECI
KRQB,2015-03-13T08:14:00Z,0.0,-10.1,0,0,,10.0,30.318897,,,,CLR,,,,,,,,SPECI
KPZQ,2015-03-13T08:14:00Z,0.2,-6.5,0,0,,10.0,30.33071,,,,OVC,9000,,,,,,,SPECI
KCQM,2015-03-13T08:14:00Z,2.0,-2.0,0,0,,10.0,29.97933,,,,SCT,12000,,,,,,,SPECI
KCKC,2015-03-13T08:14:00Z,1.0,-6.0,360,3,,10.0,30.041338,,,,SCT,2600,,,,,,,SPECI
KMVE,2015-03-13T08:14:00Z,8.0,3.0,300,6,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KMRT,2015-03-13T08:14:00Z,1.8,-4.9,0,0,,10.0,30.318897,,,,CLR,,,,,,,,SPECI
KLLQ,2015-03-13T08:14:00Z,17.8,17.2,120,3,,4.0,30.0,,,-RA BR,OVC,200,,,,,,,SPECI
K79J,2015-03-13T08:14:00Z,22.0,18.0,130,15,,10.0,30.138779,,,,OVC,900,,,,,,,SPECI
KONZ,2015-03-13T08:14:00Z,-2.0,-8.0,40,3,,10.0,30.360237,,,,CLR,,,,,,,,SPECI
KOSC,2015-03-13T08:14:00Z,-0.9,-4.8,0,0,,10.0,30.369095,,,,CLR,,,,,,,,SPECI
KPAM,2015-03-13T08:13:00Z,21.0,19.0,90,11,18,10.0,30.121063,,TRUE,,BKN,1000,,,,,,,SPECI
KCBM,2015-03-13T08:13:00Z,18.0,17.0,130,12,,10.0,30.109253,,,,OVC,1400,,,,,,,SPECI
KY70,2015-03-13T08:13:00Z,-0.7,-7.4,140,3,,10.0,30.318897,,,,CLR,,,,,,,,SPECI
KULM,2015-03-13T08:13:00Z,9.0,3.0,220,12,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KTWM,2015-03-13T08:13:00Z,3.0,-2.0,40,4,,10.0,30.008858,,,,CLR,,,,,,,,SPECI
KTOB,2015-03-13T08:13:00Z,8.0,6.0,190,18,22,5.0,30.100393,,,BR,SCT,11000,,,,,,,SPECI
KTKC,2015-03-13T08:13:00Z,8.2,3.5,240,6,,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KSAZ,2015-03-13T08:13:00Z,2.0,2.0,0,0,,0.75,29.97933,,,BR,BKN,100,,,,,,,SPECI
KRMY,2015-03-13T08:13:00Z,0.0,-8.0,130,3,,10.0,30.318897,,,,CLR,,,,,,,,SPECI
KPCW,2015-03-13T08:13:00Z,1.0,-6.0,110,7,,10.0,30.339567,,TRUE,,CLR,,,,,,,,SPECI
KBBB,2015-03-13T08:13:00Z,5.0,3.0,340,5,,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KAIT,2015-03-13T08:13:00Z,8.0,5.0,190,3,,7.0,29.958662,,,,CLR,,,,,,,,SPECI
K04W,2015-03-13T08:13:00Z,8.0,6.0,190,3,,7.0,30.0,,,,CLR,,,,,,,,SPECI
KI69,2015-03-13T08:13:00Z,9.0,-2.0,110,3,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KGHW,2015-03-13T08:13:00Z,6.0,5.0,260,5,,5.0,30.02067,,,BR,CLR,,,,,,,,SPECI
KGDB,2015-03-13T08:13:00Z,5.5,2.4,240,9,,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KELO,2015-03-13T08:13:00Z,0.0,-3.0,0,0,,10.0,30.008858,,,,BKN,3000,,,,,,,SPECI
KDYT,2015-03-13T08:13:00Z,1.0,-1.0,0,0,,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KD95,2015-03-13T08:13:00Z,-1.6,-11.6,130,5,,10.0,30.369095,,,,CLR,,,,,,,,SPECI
KCNB,2015-03-13T08:13:00Z,9.3,2.5,270,6,,10.0,30.059055,,,,CLR,,,,,,,,SPECI
KMWM,2015-03-13T08:13:00Z,8.0,2.0,220,11,14,10.0,30.059055,,,,CLR,,,,,,,,SPECI
KMOX,2015-03-13T08:13:00Z,4.0,2.0,300,9,,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KMJQ,2015-03-13T08:13:00Z,8.0,2.0,200,12,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KLVN,2015-03-13T08:13:00Z,8.0,5.0,200,4,,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KFOZ,2015-03-13T08:13:00Z,4.0,1.0,0,0,,10.0,29.958662,,,,SCT,12000,,,,,,,SPECI
KDVP,2015-03-13T08:13:00Z,7.3,2.1,240,8,,10.0,30.070866,,,,CLR,,,,,,,,SPECI
KTUL,2015-03-13T08:13:00Z,13.9,10.6,40,6,,10.0,30.070866,,,,SCT,2800,OVC,10000,,,,,SPECI
KORB,2015-03-13T08:13:00Z,3.0,-2.0,110,4,,10.0,29.949802,,,,SCT,11000,,,,,,,SPECI
K6R3,2015-03-13T08:13:00Z,14.0,14.0,0,0,,2.0,29.949802,,,BR,,,,,,,,,SPECI
KFFX,2015-03-13T08:12:00Z,0.0,-11.6,120,3,,10.0,30.318897,,,,CLR,,,,,,,,SPECI
KBJI,2015-03-13T08:12:00Z,0.4,-0.4,0,0,,10.0,29.940945,,,,CLR,,,,,,,,SPECI
KIMS,2015-03-13T08:12:00Z,10.0,-3.0,90,5,,10.0,30.268702,,,,BKN,11000,,,,,,,SPECI
KHCD,2015-03-13T08:12:00Z,8.9,4.7,200,5,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KD39,2015-03-13T08:12:00Z,5.3,4.7,250,4,,5.0,30.0,,,BR,CLR,,,,,,,,SPECI
KMZH,2015-03-13T08:12:00Z,0.0,-1.0,0,0,,10.0,29.97933,,,,CLR,,,,,,,,SPECI
KLJF,2015-03-13T08:12:00Z,8.0,5.0,0,0,,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KCPS,2015-03-13T08:12:00Z,10.0,8.3,30,6,,2.5,30.200787,,,RA BR,BKN,2500,BKN,3100,OVC,5000,,,METAR
KMTN,2015-03-13T08:12:00Z,0.0,-6.0,0,0,,10.0,30.620079,,,,CLR,,,,,,,,SPECI
KFKS,2015-03-13T08:12:00Z,5.0,-10.3,160,6,,10.0,30.268702,,,,CLR,,,,,,,,SPECI
KSGS,2015-03-13T08:11:00Z,11.0,5.6,190,14,18,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KAEL,2015-03-13T08:11:00Z,9.0,6.0,190,10,,7.0,30.109253,,,,CLR,,,,,,,,SPECI
KJKJ,2015-03-13T08:11:00Z,4.0,3.0,280,6,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KEVM,2015-03-13T08:11:00Z,2.0,0.0,0,0,,10.0,30.0,,,,CLR,,,,,,,,SPECI
KRGK,2015-03-13T08:11:00Z,9.0,5.0,170,6,,7.0,30.079725,,,,CLR,,,,,,,,SPECI
KOTM,2015-03-13T08:11:00Z,6.1,5.6,130,4,,1.5,30.188976,,,BR,CLR,,,,,,,,METAR
KLCH,2015-03-13T08:11:00Z,16.7,16.1,180,10,17,4.0,29.949802,,,BR,OVC,300,,,,,,,METAR
KGGG,2015-03-13T08:11:00Z,12.8,12.2,330,5,,1.5,29.958662,,,BR,OVC,300,,,,,,,METAR
KDTO,2015-03-13T08:11:00Z,12.2,11.7,0,0,,8.0,30.029528,,,,BKN,1200,OVC,6500,,,,,METAR
KASD,2015-03-13T08:11:00Z,19.4,19.4,100,5,,9.0,30.041338,,,-RA,SCT,500,BKN,9000,OVC,11000,,,METAR
KEDJ,2015-03-13T08:10:00Z,6.0,-6.0,140,10,,10.0,30.301182,,,,CLR,,,,,,,,SPECI
KSTK,2015-03-13T08:10:00Z,6.0,-1.0,20,4,,10.0,30.259842,,,,CLR,,,,,,,,SPECI
KSYM,2015-03-13T08:10:00Z,12.0,-3.0,110,4,,10.0,30.31004,,,,BKN,5500,OVC,11000,,,,,SPECI
K21D,2015-03-13T08:10:00Z,10.0,6.0,190,11,,10.0,30.059055,,,,CLR,,,,,,,,SPECI
KCVH,2015-03-13T08:10:00Z,11.0,11.0,0,0,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KFTG,2015-03-13T08:10:00Z,8.0,2.0,320,8,,10.0,30.33071,,,,SCT,3800,SCT,4400,BKN,5000,,,SPECI
KVYS,2015-03-13T08:10:00Z,4.2,1.0,110,3,,10.0,30.259842,,,,CLR,,,,,,,,METAR
KGRK,2015-03-13T08:10:00Z,12.0,12.0,360,8,,7.0,30.02067,,,,OVC,400,,,,,,,SPECI
KLIT,2015-03-13T08:10:00Z,14.0,13.0,0,0,,2.0,30.041338,,TRUE,RA BR,OVC,400,,,,,,,METAR
KFTY,2015-03-13T08:10:00Z,13.3,8.3,80,10,,10.0,30.33071,,,,OVC,3100,,,,,,,METAR
KNSE,2015-03-13T08:10:00Z,20.6,19.4,110,8,,9.0,30.121063,,TRUE,,FEW,800,BKN,1600,OVC,2300,,,SPECI
KRZN,2015-03-13T08:10:00Z,9.2,4.8,190,7,,10.0,30.029528,,,,CLR,,,,,,,,METAR
KRWV,2015-03-13T08:10:00Z,13.0,13.0,300,5,,9.0,30.008858,,,,BKN,1400,,,,,,,METAR
KMRJ,2015-03-13T08:10:00Z,3.0,1.0,140,8,,7.0,30.209646,,,,CLR,,,,,,,,METAR
KGLW,2015-03-13T08:10:00Z,14.3,8.5,0,0,,10.0,30.221457,,,,SCT,5000,SCT,7000,OVC,8000,,,METAR
